OFFENSE_LATITUDE,OFFENSE_LONGITUDE,CATEGORY,Total_Occurrences,Weighted_Crime_Score
38.944,-77.075,Offenses Against Family & Children,1,1
38.944,-77.075,Simple Assault,1,1
38.944,-77.072,Burglary,1,6
38.944,-77.07,Sex Offenses,1,10
38.944,-77.064,Damage to Property,1,1
38.944,-77.064,Motor Vehicle Theft,1,1
38.944,-77.064,Other Crimes,7,7
38.944,-77.064,Release Violations,2,2
38.944,-77.064,Release Violations/Fugitive,1,1
38.944,-77.064,Simple Assault,7,7
38.944,-77.064,Traffic Violations,3,6
38.944,-77.063,Assault on a Police Officer,3,3
38.944,-77.063,Assault with a Dangerous Weapon,1,8
38.944,-77.063,Other Crimes,4,4
38.944,-77.063,Release Violations,1,1
38.944,-77.063,Release Violations/Fugitive,1,1
38.944,-77.063,Release Violations/Fugitive (Warr),1,1
38.944,-77.063,Sex Offenses,1,10
38.944,-77.063,Simple Assault,3,3
38.944,-77.063,Theft,15,15
38.944,-77.061,Aggravated Assault,1,1
38.944,-77.061,Assault on a Police Officer,3,3
38.944,-77.061,Assault with a Dangerous Weapon,6,48
38.944,-77.061,Burglary,1,6
38.944,-77.061,Damage to Property,7,7
38.944,-77.061,Liquor Law Violations,1,1
38.944,-77.061,Narcotics,2,10
38.944,-77.061,Offenses Against Family & Children,5,5
38.944,-77.061,Other Crimes,4,4
38.944,-77.061,Property Crimes,1,1
38.944,-77.061,Release Violations,4,4
38.944,-77.061,Release Violations/Fugitive (Warr),1,1
38.944,-77.061,Robbery,1,7
38.944,-77.061,Simple Assault,27,27
38.944,-77.061,Theft,1,1
38.944,-77.061,Traffic Violations,1,2
38.944,-77.061,Weapon Violations,1,1
38.944,-77.06,Simple Assault,1,1
38.944,-77.053,Burglary,1,6
38.944,-77.053,Release Violations,1,1
38.944,-77.043,Release Violations/Fugitive,1,1
38.944,-77.04,Burglary,1,6
38.944,-77.04,Other Crimes,1,1
38.944,-77.04,Simple Assault,1,1
38.944,-77.039,Simple Assault,2,2
38.944,-77.037,Traffic Violations,3,6
38.944,-77.036,Driving/Boating While Intoxicated,1,1
38.944,-77.036,Other Crimes,2,2
38.944,-77.036,Traffic Violations,1,2
38.944,-77.036,Weapon Violations,1,1
38.944,-77.035,Property Crimes,1,1
38.944,-77.035,Simple Assault,1,1
38.944,-77.033,Driving/Boating While Intoxicated,1,1
38.944,-77.033,Property Crimes,1,1
38.944,-77.033,Simple Assault,2,2
38.944,-77.033,Traffic Violations,3,6
38.944,-77.032,Assault with a Dangerous Weapon,1,8
38.944,-77.032,Other Crimes,1,1
38.944,-77.032,Simple Assault,4,4
38.944,-77.032,Theft,2,2
38.944,-77.032,Traffic Violations,4,8
38.944,-77.03,Release Violations/Fugitive,1,1
38.944,-77.028,Assault with a Dangerous Weapon,1,8
38.944,-77.028,Offenses Against Family & Children,1,1
38.944,-77.028,Property Crimes,1,1
38.944,-77.027,Assault with a Dangerous Weapon,1,8
38.944,-77.027,Damage to Property,2,2
38.944,-77.027,Narcotics,1,5
38.944,-77.027,Offenses Against Family & Children,1,1
38.944,-77.027,Release Violations/Fugitive,2,2
38.944,-77.027,Simple Assault,9,9
38.944,-77.027,Weapon Violations,1,1
38.944,-77.026,Assault on a Police Officer,2,2
38.944,-77.026,Damage to Property,2,2
38.944,-77.026,Narcotics,9,45
38.944,-77.026,Offenses Against Family & Children,1,1
38.944,-77.026,Release Violations/Fugitive,1,1
38.944,-77.026,Release Violations/Fugitive (Warr),1,1
38.944,-77.026,Simple Assault,10,10
38.944,-77.026,Theft,1,1
38.944,-77.026,Traffic Violations,3,6
38.944,-77.026,Weapon Violations,7,7
38.944,-77.025,Aggravated Assault,1,1
38.944,-77.025,Assault with a Dangerous Weapon,1,8
38.944,-77.025,Narcotics,1,5
38.944,-77.025,Release Violations/Fugitive (Warr),1,1
38.944,-77.025,Simple Assault,2,2
38.944,-77.025,Traffic Violations,1,2
38.944,-77.025,Weapon Violations,1,1
38.944,-77.024,Damage to Property,2,2
38.944,-77.024,Driving/Boating While Intoxicated,1,1
38.944,-77.024,Simple Assault,1,1
38.944,-77.024,Traffic Violations,1,2
38.944,-77.022,Traffic Violations,1,2
38.944,-77.021,Simple Assault,3,3
38.944,-77.021,Traffic Violations,1,2
38.944,-77.021,Weapon Violations,1,1
38.944,-77.019,Damage to Property,1,1
38.944,-77.019,Driving/Boating While Intoxicated,1,1
38.944,-77.019,Traffic Violations,2,4
38.944,-77.018,Driving/Boating While Intoxicated,1,1
38.944,-77.018,Other Crimes,1,1
38.944,-77.016,Assault on a Police Officer,1,1
38.944,-77.016,Offenses Against Family & Children,2,2
38.944,-77.016,Simple Assault,1,1
38.944,-77.016,Traffic Violations,1,2
38.944,-77.015,Damage to Property,4,4
38.944,-77.015,Other Crimes,1,1
38.944,-77.015,Release Violations,1,1
38.944,-77.015,Traffic Violations,2,4
38.944,-77.014,Damage to Property,1,1
38.944,-77.014,Driving/Boating While Intoxicated,1,1
38.944,-77.014,Other Crimes,1,1
38.944,-77.014,Simple Assault,2,2
38.944,-77.013,Liquor Law Violations,1,1
38.944,-77.013,Simple Assault,5,5
38.944,-77.013,Theft,1,1
38.944,-77.013,Traffic Violations,1,2
38.944,-77.012,Driving/Boating While Intoxicated,1,1
38.944,-77.012,Weapon Violations,1,1
38.944,-77.011,Driving/Boating While Intoxicated,2,2
38.944,-77.011,Traffic Violations,2,4
38.944,-77.01,Release Violations/Fugitive,1,1
38.944,-77.01,Release Violations/Fugitive (Warr),1,1
38.944,-77.01,Traffic Violations,1,2
38.944,-77.007,Driving/Boating While Intoxicated,1,1
38.944,-77.007,Traffic Violations,1,2
38.944,-77.007,Weapon Violations,1,1
38.944,-77.006,Offenses Against Family & Children,2,2
38.944,-77.006,Release Violations/Fugitive,2,2
38.944,-77.006,Simple Assault,3,3
38.944,-77.006,Theft,1,1
38.944,-77.005,Damage to Property,1,1
38.944,-77.005,Other Crimes,1,1
38.944,-77.005,Simple Assault,1,1
38.944,-77.004,Assault with a Dangerous Weapon,1,8
38.944,-77.004,Sex Offenses,1,10
38.944,-77.004,Simple Assault,3,3
38.944,-77.003,Assault on a Police Officer,1,1
38.944,-77.003,Driving/Boating While Intoxicated,4,4
38.944,-77.003,Liquor Law Violations,1,1
38.944,-77.003,Simple Assault,3,3
38.944,-77.003,Traffic Violations,3,6
38.944,-76.998,Simple Assault,3,3
38.944,-76.997,Assault with a Dangerous Weapon,1,8
38.944,-76.997,Release Violations/Fugitive,1,1
38.944,-76.997,Simple Assault,4,4
38.944,-76.99,Narcotics,2,10
38.944,-76.99,Other Crimes,4,4
38.944,-76.99,Release Violations/Fugitive,1,1
38.944,-76.99,Robbery,1,7
38.944,-76.99,Simple Assault,4,4
38.944,-76.989,Simple Assault,1,1
38.944,-76.988,Assault with a Dangerous Weapon,1,8
38.944,-76.987,Simple Assault,2,2
38.944,-76.986,Driving/Boating While Intoxicated,1,1
38.944,-76.981,Driving/Boating While Intoxicated,1,1
38.944,-76.981,Homicide,1,8
38.944,-76.981,Offenses Against Family & Children,1,1
38.944,-76.981,Sex Abuse,1,9
38.944,-76.981,Simple Assault,3,3
38.944,-76.981,Weapon Violations,1,1
38.944,-76.98,Simple Assault,1,1
38.944,-76.979,Weapon Violations,1,1
38.944,-76.976,Assault with a Dangerous Weapon,1,8
38.944,-76.976,Damage to Property,1,1
38.944,-76.976,Other Crimes,1,1
38.944,-76.975,Damage to Property,1,1
38.9441,-77.0946,Driving/Boating While Intoxicated,1,1
38.9441,-77.0888,Release Violations/Fugitive,1,1
38.9441,-77.0819,Traffic Violations,1,2
38.9441,-77.0796,Simple Assault,1,1
38.9441,-77.0784,Aggravated Assault,3,3
38.9441,-77.0784,Assault with a Dangerous Weapon,2,16
38.9441,-77.0784,Damage to Property,1,1
38.9441,-77.0784,Release Violations/Fugitive,4,4
38.9441,-77.0784,Sex Offenses,1,10
38.9441,-77.0784,Simple Assault,11,11
38.9441,-77.0784,Traffic Violations,1,2
38.9441,-77.0773,Theft from Auto,1,1
38.9441,-77.0738,Burglary,1,6
38.9441,-77.0681,Simple Assault,1,1
38.9441,-77.0646, rcotics,1,1
38.9441,-77.0646,Driving/Boating While Intoxicated,1,1
38.9441,-77.0646,Fraud and Fi ncial Crimes,1,1
38.9441,-77.0646,Motor Vehicle Theft,1,1
38.9441,-77.0646,Other Crimes,3,3
38.9441,-77.0646,Release Violations/Fugitive,1,1
38.9441,-77.0646,Simple Assault,6,6
38.9441,-77.0646,Theft,1,1
38.9441,-77.0646,Traffic Violations,2,4
38.9441,-77.0634,Assault with a Dangerous Weapon,1,8
38.9441,-77.0634,Theft,4,4
38.9441,-77.0634,Traffic Violations,1,2
38.9441,-77.0623,Sex Offenses,1,10
38.9441,-77.0611,Assault with a Dangerous Weapon,3,24
38.9441,-77.0611,Damage to Property,1,1
38.9441,-77.0611,Other Crimes,4,4
38.9441,-77.0611,Simple Assault,4,4
38.9441,-77.0611,Traffic Violations,1,2
38.9441,-77.0392,Weapon Violations,1,1
38.9441,-77.0381,Simple Assault,1,1
38.9441,-77.0369,Traffic Violations,1,2
38.9441,-77.0346,Disorderly Conduct,1,1
38.9441,-77.0335,Offenses Against Family & Children,1,1
38.9441,-77.0335,Other Crimes,3,3
38.9441,-77.0335,Release Violations/Fugitive,2,2
38.9441,-77.0335,Simple Assault,7,7
38.9441,-77.0335,Traffic Violations,1,2
38.9441,-77.0323, rcotics,3,3
38.9441,-77.0323,Assault on a Police Officer,1,1
38.9441,-77.0323,Driving/Boating While Intoxicated,2,2
38.9441,-77.0323,Liquor Law Violations,2,2
38.9441,-77.0323,Release Violations/Fugitive,1,1
38.9441,-77.0323,Simple Assault,2,2
38.9441,-77.0323,Theft,1,1
38.9441,-77.0323,Traffic Violations,2,4
38.9441,-77.0277,Assault with a Dangerous Weapon,2,16
38.9441,-77.0277,Driving/Boating While Intoxicated,1,1
38.9441,-77.0277,Prostitution,1,6
38.9441,-77.0277,Release Violations/Fugitive,2,2
38.9441,-77.0277,Simple Assault,3,3
38.9441,-77.0265, rcotics,3,3
38.9441,-77.0265,Assault with a Dangerous Weapon,3,24
38.9441,-77.0265,Driving/Boating While Intoxicated,1,1
38.9441,-77.0265,Liquor Law Violations,3,3
38.9441,-77.0265,Property Crimes,2,2
38.9441,-77.0265,Prostitution,1,6
38.9441,-77.0265,Simple Assault,9,9
38.9441,-77.0265,Theft,1,1
38.9441,-77.0265,Traffic Violations,9,18
38.9441,-77.0254,Damage to Property,1,1
38.9441,-77.0254,Driving/Boating While Intoxicated,1,1
38.9441,-77.0254,Liquor Law Violations,3,3
38.9441,-77.0254,Other Crimes,1,1
38.9441,-77.0254,Release Violations/Fugitive,1,1
38.9441,-77.0254,Robbery,1,7
38.9441,-77.0254,Sex Offenses,1,10
38.9441,-77.0254,Simple Assault,1,1
38.9441,-77.0254,Traffic Violations,1,2
38.9441,-77.0242, rcotics,1,1
38.9441,-77.0242,Assault with a Dangerous Weapon,1,8
38.9441,-77.0242,Simple Assault,1,1
38.9441,-77.0242,Traffic Violations,3,6
38.9441,-77.0231,Driving/Boating While Intoxicated,1,1
38.9441,-77.0231,Simple Assault,1,1
38.9441,-77.0231,Traffic Violations,2,4
38.9441,-77.0219,Aggravated Assault,2,2
38.9441,-77.0219,Simple Assault,2,2
38.9441,-77.0208,Simple Assault,1,1
38.9441,-77.0208,Traffic Violations,1,2
38.9441,-77.0196,Driving/Boating While Intoxicated,1,1
38.9441,-77.0196,Robbery,1,7
38.9441,-77.0196,Traffic Violations,2,4
38.9441,-77.0185,Driving/Boating While Intoxicated,1,1
38.9441,-77.0185,Traffic Violations,4,8
38.9441,-77.0173,Liquor Law Violations,1,1
38.9441,-77.0173,Other Crimes,1,1
38.9441,-77.0161, rcotics,1,1
38.9441,-77.0161,Assault on a Police Officer,1,1
38.9441,-77.0161,Assault with a Dangerous Weapon,1,8
38.9441,-77.0161,Other Crimes,1,1
38.9441,-77.0161,Property Crimes,1,1
38.9441,-77.0161,Simple Assault,1,1
38.9441,-77.015,Damage to Property,3,3
38.9441,-77.015,Disorderly Conduct,1,1
38.9441,-77.015,Driving/Boating While Intoxicated,1,1
38.9441,-77.015,Liquor Law Violations,1,1
38.9441,-77.015,Other Crimes,2,2
38.9441,-77.015,Release Violations/Fugitive,1,1
38.9441,-77.015,Theft,1,1
38.9441,-77.015,Traffic Violations,1,2
38.9441,-77.015,Weapon Violations,2,2
38.9441,-77.0138,Assault with a Dangerous Weapon,4,32
38.9441,-77.0138,Damage to Property,2,2
38.9441,-77.0138,Other Crimes,1,1
38.9441,-77.0138,Release Violations/Fugitive,1,1
38.9441,-77.0138,Sex Offenses,1,10
38.9441,-77.0138,Simple Assault,3,3
38.9441,-77.0138,Theft from Auto,1,1
38.9441,-77.0138,Weapon Violations,1,1
38.9441,-77.0127,Other Crimes,1,1
38.9441,-77.0127,Sex Offenses,2,20
38.9441,-77.0127,Simple Assault,5,5
38.9441,-77.0127,Traffic Violations,1,2
38.9441,-77.0127,Weapon Violations,1,1
38.9441,-77.0115, rcotics,1,1
38.9441,-77.0115,Damage to Property,1,1
38.9441,-77.0104,Traffic Violations,1,2
38.9441,-77.0069, rcotics,1,1
38.9441,-77.0069,Other Crimes,1,1
38.9441,-77.0069,Property Crimes,1,1
38.9441,-77.0069,Release Violations/Fugitive,2,2
38.9441,-77.0069,Robbery,1,7
38.9441,-77.0069,Simple Assault,2,2
38.9441,-77.0058,Assault on a Police Officer,1,1
38.9441,-77.0058,Assault with a Dangerous Weapon,2,16
38.9441,-77.0058,Damage to Property,1,1
38.9441,-77.0058,Simple Assault,5,5
38.9441,-77.0058,Traffic Violations,1,2
38.9441,-77.0046,Assault with a Dangerous Weapon,1,8
38.9441,-77.0046,Fraud and Fi ncial Crimes,1,1
38.9441,-77.0046,Prostitution,1,6
38.9441,-77.0046,Robbery,1,7
38.9441,-77.0046,Sex Offenses,1,10
38.9441,-77.0046,Simple Assault,3,3
38.9441,-77.0035, rcotics,1,1
38.9441,-77.0035,Driving/Boating While Intoxicated,2,2
38.9441,-77.0035,Robbery,1,7
38.9441,-77.0035,Simple Assault,9,9
38.9441,-77.0035,Theft,1,1
38.9441,-77.0035,Traffic Violations,3,6
38.9441,-77.0023,Property Crimes,1,1
38.9441,-76.9977,Release Violations/Fugitive,1,1
38.9441,-76.9977,Sex Offenses,1,10
38.9441,-76.9977,Simple Assault,1,1
38.9441,-76.9965,Simple Assault,2,2
38.9441,-76.9919,Damage to Property,1,1
38.9441,-76.9919,Other Crimes,1,1
38.9441,-76.9919,Theft,1,1
38.9441,-76.9908, rcotics,2,2
38.9441,-76.9908,Aggravated Assault,1,1
38.9441,-76.9908,Assault on a Police Officer,4,4
38.9441,-76.9908,Assault with a Dangerous Weapon,3,24
38.9441,-76.9908,Damage to Property,1,1
38.9441,-76.9908,Disorderly Conduct,1,1
38.9441,-76.9908,Homicide,1,8
38.9441,-76.9908,Motor Vehicle Theft,1,1
38.9441,-76.9908,Offenses Against Family & Children,1,1
38.9441,-76.9908,Other Crimes,14,14
38.9441,-76.9908,Property Crimes,1,1
38.9441,-76.9908,Release Violations/Fugitive,6,6
38.9441,-76.9908,Sex Offenses,1,10
38.9441,-76.9908,Simple Assault,23,23
38.9441,-76.9908,Theft,5,5
38.9441,-76.9908,Traffic Violations,2,4
38.9441,-76.9908,Weapon Violations,1,1
38.9441,-76.9873,Burglary,1,6
38.9441,-76.9862,Assault with a Dangerous Weapon,1,8
38.9441,-76.9862,Release Violations/Fugitive,1,1
38.9441,-76.9862,Simple Assault,1,1
38.9441,-76.9862,Traffic Violations,1,2
38.9441,-76.9862,Weapon Violations,2,2
38.9441,-76.9839,Damage to Property,1,1
38.9441,-76.9815,Simple Assault,2,2
38.9441,-76.9804, rcotics,2,2
38.9441,-76.9804,Simple Assault,1,1
38.9441,-76.9758,Driving/Boating While Intoxicated,1,1
38.9441,-76.9758,Simple Assault,2,2
38.945,-77.102,Release Violations/Fugitive,1,1
38.945,-77.0992,Simple Assault,1,1
38.945,-77.097,Offenses Against Family & Children,1,1
38.945,-77.096,Fraud and Financial Crimes,1,1
38.945,-77.096,Simple Assault,3,3
38.945,-77.096,Theft,1,1
38.945,-77.0946,Theft,1,1
38.945,-77.094,Driving/Boating While Intoxicated,1,1
38.945,-77.0923,Traffic Violations,1,2
38.945,-77.0888,Traffic Violations,1,2
38.945,-77.0865,Traffic Violations,1,2
38.945,-77.0842,Fraud and Fi ncial Crimes,1,1
38.945,-77.0842,Simple Assault,1,1
38.945,-77.082,Traffic Violations,1,2
38.945,-77.0796,Traffic Violations,1,2
38.945,-77.079,Traffic Violations,2,4
38.945,-77.0784, rcotics,1,1
38.945,-77.0784,Damage to Property,1,1
38.945,-77.0784,Driving/Boating While Intoxicated,1,1
38.945,-77.0784,Liquor Law Violations,6,6
38.945,-77.0784,Release Violations/Fugitive,3,3
38.945,-77.0784,Robbery,1,7
38.945,-77.0784,Simple Assault,3,3
38.945,-77.0784,Theft,1,1
38.945,-77.0784,Traffic Violations,5,10
38.945,-77.078,Damage to Property,1,1
38.945,-77.078,Disorderly Conduct,1,1
38.945,-77.078,Offenses Against Family & Children,1,1
38.945,-77.078,Other Crimes,2,2
38.945,-77.078,Simple Assault,6,6
38.945,-77.078,Theft,6,6
38.945,-77.0773, rcotics,4,4
38.945,-77.0773,Disorderly Conduct,1,1
38.945,-77.0773,Offenses Against Family & Children,2,2
38.945,-77.0773,Release Violations/Fugitive,4,4
38.945,-77.0773,Robbery,1,7
38.945,-77.0773,Simple Assault,1,1
38.945,-77.0773,Theft,4,4
38.945,-77.0773,Traffic Violations,1,2
38.945,-77.0738,Other Crimes,1,1
38.945,-77.072,Release Violations,1,1
38.945,-77.0715,Simple Assault,1,1
38.945,-77.0715,Theft,1,1
38.945,-77.071,Offenses Against Family & Children,1,1
38.945,-77.071,Simple Assault,1,1
38.945,-77.065,Narcotics,1,5
38.945,-77.065,Other Crimes,1,1
38.945,-77.065,Release Violations/Fugitive (Warr),1,1
38.945,-77.065,Theft,1,1
38.945,-77.0646,Theft,1,1
38.945,-77.064,Offenses Against Family & Children,2,2
38.945,-77.064,Other Crimes,2,2
38.945,-77.064,Release Violations,1,1
38.945,-77.064,Simple Assault,4,4
38.945,-77.064,Theft,38,38
38.945,-77.0634,Aggravated Assault,1,1
38.945,-77.0634,Assault with a Dangerous Weapon,1,8
38.945,-77.0634,Fraud and Fi ncial Crimes,2,2
38.945,-77.0634,Offenses Against Family & Children,1,1
38.945,-77.0634,Other Crimes,1,1
38.945,-77.0634,Simple Assault,1,1
38.945,-77.0634,Theft,6,6
38.945,-77.0634,Traffic Violations,1,2
38.945,-77.0634,Vending Violations,1,1
38.945,-77.063,Sex Offenses,1,10
38.945,-77.062,Assault with a Dangerous Weapon,1,8
38.945,-77.062,Other Crimes,1,1
38.945,-77.062,Simple Assault,1,1
38.945,-77.06,Driving/Boating While Intoxicated,1,1
38.945,-77.06,Release Violations/Fugitive,1,1
38.945,-77.06,Simple Assault,2,2
38.945,-77.055,Property Crimes,1,1
38.945,-77.037,Damage to Property,1,1
38.945,-77.0369,Fraud and Fi ncial Crimes,1,1
38.945,-77.0369,Release Violations/Fugitive,1,1
38.945,-77.0369,Simple Assault,1,1
38.945,-77.0369,Traffic Violations,1,2
38.945,-77.036,Driving/Boating While Intoxicated,2,2
38.945,-77.036,Release Violations/Fugitive,1,1
38.945,-77.036,Simple Assault,1,1
38.945,-77.0358,Assault with a Dangerous Weapon,1,8
38.945,-77.0358,Other Crimes,1,1
38.945,-77.0358,Release Violations/Fugitive,1,1
38.945,-77.0358,Simple Assault,1,1
38.945,-77.0346, rcotics,1,1
38.945,-77.0346,Simple Assault,3,3
38.945,-77.034,Property Crimes,1,1
38.945,-77.034,Simple Assault,1,1
38.945,-77.0335,Damage to Property,1,1
38.945,-77.0335,Other Crimes,1,1
38.945,-77.0335,Simple Assault,5,5
38.945,-77.0335,Theft,1,1
38.945,-77.033,Aggravated Assault,1,1
38.945,-77.033,Damage to Property,1,1
38.945,-77.033,Offenses Against Family & Children,2,2
38.945,-77.033,Other Crimes,1,1
38.945,-77.033,Theft,1,1
38.945,-77.033,Traffic Violations,1,2
38.945,-77.0323,Driving/Boating While Intoxicated,1,1
38.945,-77.0323,Robbery,1,7
38.945,-77.0323,Sex Abuse,1,9
38.945,-77.0323,Simple Assault,1,1
38.945,-77.0323,Theft from Auto,2,2
38.945,-77.0323,Vending Violations,1,1
38.945,-77.032,Property Crimes,1,1
38.945,-77.032,Release Violations,1,1
38.945,-77.032,Sex Offenses,1,10
38.945,-77.032,Simple Assault,3,3
38.945,-77.0311,Liquor Law Violations,1,1
38.945,-77.0311,Traffic Violations,4,8
38.945,-77.031,Burglary,1,6
38.945,-77.031,Driving/Boating While Intoxicated,1,1
38.945,-77.031,Other Crimes,1,1
38.945,-77.031,Property Crimes,1,1
38.945,-77.031,Simple Assault,1,1
38.945,-77.03, rcotics,1,1
38.945,-77.03,Assault with a Dangerous Weapon,2,16
38.945,-77.03,Driving/Boating While Intoxicated,2,2
38.945,-77.03,Simple Assault,3,3
38.945,-77.03,Traffic Violations,5,10
38.945,-77.029,Simple Assault,2,2
38.945,-77.0288, rcotics,1,1
38.945,-77.0288,Damage to Property,1,1
38.945,-77.028,Assault with a Dangerous Weapon,1,8
38.945,-77.028,Liquor Law Violations,1,1
38.945,-77.028,Narcotics,1,5
38.945,-77.028,Release Violations/Fugitive,1,1
38.945,-77.028,Robbery,1,7
38.945,-77.028,Simple Assault,5,5
38.945,-77.028,Theft,2,2
38.945,-77.028,Weapon Violations,1,1
38.945,-77.0277, rcotics,4,4
38.945,-77.0277,Traffic Violations,1,2
38.945,-77.027,Aggravated Assault,1,1
38.945,-77.027,Assault with a Dangerous Weapon,2,16
38.945,-77.027,Damage to Property,4,4
38.945,-77.027,Driving/Boating While Intoxicated,2,2
38.945,-77.027,Narcotics,1,5
38.945,-77.027,Offenses Against Family & Children,4,4
38.945,-77.027,Other Crimes,4,4
38.945,-77.027,Release Violations,3,3
38.945,-77.027,Release Violations/Fugitive (Warr),1,1
38.945,-77.027,Sex Offenses,1,10
38.945,-77.027,Simple Assault,27,27
38.945,-77.027,Traffic Violations,4,8
38.945,-77.0265, rcotics,4,4
38.945,-77.0265,Assault with a Dangerous Weapon,2,16
38.945,-77.0265,Disorderly Conduct,1,1
38.945,-77.0265,Driving/Boating While Intoxicated,1,1
38.945,-77.0265,Fraud and Fi ncial Crimes,1,1
38.945,-77.0265,Liquor Law Violations,1,1
38.945,-77.0265,Offenses Against Family & Children,1,1
38.945,-77.0265,Other Crimes,1,1
38.945,-77.0265,Property Crimes,1,1
38.945,-77.0265,Release Violations/Fugitive,1,1
38.945,-77.0265,Robbery,1,7
38.945,-77.0265,Sex Offenses,1,10
38.945,-77.0265,Simple Assault,10,10
38.945,-77.0265,Traffic Violations,5,10
38.945,-77.0265,Vending Violations,3,3
38.945,-77.0265,Weapon Violations,1,1
38.945,-77.026,Damage to Property,1,1
38.945,-77.026,Driving/Boating While Intoxicated,3,3
38.945,-77.026,Narcotics,1,5
38.945,-77.026,Release Violations/Fugitive,1,1
38.945,-77.0254,Disorderly Conduct,1,1
38.945,-77.0254,Robbery,1,7
38.945,-77.0254,Traffic Violations,1,2
38.945,-77.025,Release Violations/Fugitive,1,1
38.945,-77.025,Robbery,1,7
38.945,-77.025,Simple Assault,1,1
38.945,-77.025,Theft,2,2
38.945,-77.025,Traffic Violations,2,4
38.945,-77.0242,Sex Abuse,1,9
38.945,-77.0242,Simple Assault,5,5
38.945,-77.0242,Traffic Violations,2,4
38.945,-77.024,Release Violations/Fugitive,1,1
38.945,-77.024,Release Violations/Fugitive (Warr),1,1
38.945,-77.024,Simple Assault,1,1
38.945,-77.0231, rcotics,1,1
38.945,-77.0231,Liquor Law Violations,1,1
38.945,-77.0231,Traffic Violations,1,2
38.945,-77.0219,Traffic Violations,1,2
38.945,-77.021,Other Crimes,1,1
38.945,-77.021,Theft,1,1
38.945,-77.021,Weapon Violations,1,1
38.945,-77.02,Driving/Boating While Intoxicated,2,2
38.945,-77.02,Other Crimes,2,2
38.945,-77.02,Simple Assault,2,2
38.945,-77.02,Traffic Violations,1,2
38.945,-77.02,Weapon Violations,1,1
38.945,-77.0196,Assault on a Police Officer,1,1
38.945,-77.0196,Liquor Law Violations,3,3
38.945,-77.0196,Release Violations/Fugitive,1,1
38.945,-77.0196,Robbery,1,7
38.945,-77.0196,Simple Assault,1,1
38.945,-77.0196,Traffic Violations,1,2
38.945,-77.0185,Burglary,1,6
38.945,-77.0185,Driving/Boating While Intoxicated,1,1
38.945,-77.0185,Simple Assault,2,2
38.945,-77.018,Damage to Property,1,1
38.945,-77.018,Simple Assault,2,2
38.945,-77.018,Traffic Violations,1,2
38.945,-77.0173, rcotics,1,1
38.945,-77.0173,Disorderly Conduct,1,1
38.945,-77.0173,Simple Assault,1,1
38.945,-77.0173,Traffic Violations,1,2
38.945,-77.017,Damage to Property,2,2
38.945,-77.017,Property Crimes,1,1
38.945,-77.017,Simple Assault,1,1
38.945,-77.0161,Assault on a Police Officer,1,1
38.945,-77.0161,Damage to Property,1,1
38.945,-77.0161,Simple Assault,1,1
38.945,-77.016,Homicide,1,8
38.945,-77.016,Simple Assault,1,1
38.945,-77.016,Traffic Violations,1,2
38.945,-77.015,Assault on a Police Officer,1,1
38.945,-77.015,Assault with a Dangerous Weapon,1,8
38.945,-77.015,Property Crimes,1,1
38.945,-77.015,Simple Assault,1,1
38.945,-77.014,Assault with a Dangerous Weapon,1,8
38.945,-77.014,Damage to Property,2,2
38.945,-77.014,Simple Assault,4,4
38.945,-77.0138,Assault with a Dangerous Weapon,1,8
38.945,-77.0138,Release Violations/Fugitive,2,2
38.945,-77.0138,Robbery,1,7
38.945,-77.0138,Simple Assault,4,4
38.945,-77.013,Release Violations/Fugitive,1,1
38.945,-77.0127,Burglary,1,6
38.945,-77.011,Traffic Violations,1,2
38.945,-77.0081, rcotics,2,2
38.945,-77.0081,Simple Assault,1,1
38.945,-77.0081,Traffic Violations,1,2
38.945,-77.007,Release Violations/Fugitive,1,1
38.945,-77.007,Simple Assault,3,3
38.945,-77.007,Traffic Violations,1,2
38.945,-77.0069, rcotics,11,11
38.945,-77.0069,Aggravated Assault,1,1
38.945,-77.0069,Assault with a Dangerous Weapon,2,16
38.945,-77.0069,Burglary,3,18
38.945,-77.0069,Driving/Boating While Intoxicated,1,1
38.945,-77.0069,Sex Abuse,1,9
38.945,-77.0069,Simple Assault,10,10
38.945,-77.0069,Traffic Violations,2,4
38.945,-77.0069,Weapon Violations,4,4
38.945,-77.006,Driving/Boating While Intoxicated,1,1
38.945,-77.006,Narcotics,1,5
38.945,-77.006,Simple Assault,11,11
38.945,-77.006,Theft,1,1
38.945,-77.006,Weapon Violations,1,1
38.945,-77.0058,Assault with a Dangerous Weapon,2,16
38.945,-77.0058,Damage to Property,2,2
38.945,-77.0058,Property Crimes,1,1
38.945,-77.0058,Release Violations/Fugitive,1,1
38.945,-77.0058,Simple Assault,5,5
38.945,-77.0058,Traffic Violations,2,4
38.945,-77.005,Assault with a Dangerous Weapon,1,8
38.945,-77.005,Sex Offenses,1,10
38.945,-77.005,Simple Assault,6,6
38.945,-77.005,Traffic Violations,1,2
38.945,-77.0046, rcotics,5,5
38.945,-77.0046,Driving/Boating While Intoxicated,3,3
38.945,-77.0046,Property Crimes,1,1
38.945,-77.0046,Release Violations/Fugitive,1,1
38.945,-77.0046,Simple Assault,1,1
38.945,-77.0046,Traffic Violations,2,4
38.945,-77.004,Simple Assault,2,2
38.945,-76.999,Release Violations,1,1
38.945,-76.9988,Assault with a Dangerous Weapon,1,8
